,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Westeuropas,Westeuropas,LOC,-0.50000000,0.13157895,de,1.90000000,,0.00000000,,,,,,
Elektrofahrzeugen,Elektrofahrzeugen,LOC,0.73684211,0.00000000,de,1.90000000,,0.00000000,,,,,,
Rostock-Warnemünde,Rostock-Warnemünde,LOC,-0.36842105,0.00000000,de,1.90000000,4079046-0,-1.00000000,,,,EUROPE,,NEU
Sachsen-Anhalts,Sachsen-Anhalts,LOC,0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Hitze-Liveblog,Hitze-Liveblog,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Landes hochsommerliche Temperaturen,Landes hochsommerliche Temperaturen,LOC,0.36842105,0.52631579,de,1.90000000,,0.00000000,,,,,,
Australier,Australier,LOC,0.18421053,0.26315789,de,1.90000000,,0.00000000,,,,,,
Wärmepumpen,Wärmepumpen,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Northvolt-Gelände,Northvolt-Gelände,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Lahn,Lahn,LOC,0.52631579,0.00000000,de,1.90000000,4034102-1,-1.00000000,,,,EUROPE,Germany,WCE
Kirschanbaus,Kirschanbaus,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Wetterdienst,Wetterdienst,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Angebotsvergleich,Angebotsvergleich,LOC,0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Experten-Workshops,Experten-Workshops,LOC,0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Potsdamer,Potsdamer,LOC,-0.26315789,0.26315789,de,1.90000000,,-1.00000000,,,,EUROPE,Germany,WCE
Wärmepumpe,Wärmepumpe,LOC,0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Milliarden-Investitionen,Milliarden-Investitionen,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Kroatien,Kroatien,LOC,-0.36842105,0.00000000,de,1.90000000,,3202326.00000000,A,45.16667000,15.50000000,EUROPE,Kroatien,WCE
deutschen Küste,deutschen Küste,LOC,0.73684211,0.00000000,de,1.90000000,,0.00000000,,,,,,
Nord-,Nord-,LOC,0.15789474,0.00000000,de,1.90000000,,0.00000000,,,,,,
Defensivmodus,Defensivmodus,LOC,-0.73684211,0.00000000,de,1.90000000,,0.00000000,,,,,,
Landscape Innovation Lab,Landscape Innovation Lab,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Tübingen,Tübingen,LOC,0.00000000,1.05263158,de,1.90000000,4061147-4,-1.00000000,,,,EUROPE,Germany,WCE
Thüringen,Thüringen,LOC,0.00000000,1.05263158,de,1.90000000,,2822542.00000000,A,50.91667000,11.00000000,EUROPE,Deutschland,WCE
Altenberg,Altenberg,LOC,-1.05263158,0.00000000,de,1.90000000,4238828-4,-1.00000000,,,,EUROPE,Germany,WCE
Eisenstadt,Eisenstadt,LOC,0.00000000,0.00000000,de,1.90000000,4014087-8,-1.00000000,,,,EUROPE,Austria,WCE
Italiens,Italiens,LOC,-0.52631579,0.00000000,de,1.90000000,,6116880.00000000,H,46.36199000,-74.81286000,NORTH-AMERICA,Kanada,ENA
Berliner Bezirken,Berliner Bezirken,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Moorburg,Moorburg,LOC,0.00000000,0.00000000,de,1.90000000,,-1.00000000,,,,EUROPE,Germany,NEU
ZEIT-Podcast,ZEIT-Podcast,LOC,0.52631579,0.52631579,de,1.90000000,,0.00000000,,,,,,
E-Autos,E-Autos,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
den USA,den USA,LOC,0.00000000,0.52631579,de,1.90000000,,2747373.00000000,P,52.07667000,4.29861000,EUROPE,Niederlande,NEU
Mont…,Mont…,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Hitzeschutz,Hitzeschutz,LOC,0.36842105,0.52631579,de,1.90000000,,0.00000000,,,,,,
Meteorologen,Meteorologen,LOC,-0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Afrikas,Afrikas,LOC,-0.12280702,0.00000000,de,1.90000000,,0.00000000,,,,,,
Hamburgs,Hamburgs,LOC,0.00000000,0.00000000,de,1.90000000,4239189-1,2911298.00000000,P,53.55073000,9.99302000,EUROPE,Germany,NEU
Wetter-Regel,Wetter-Regel,LOC,0.00000000,0.00000000,de,1.90000000,,0.00000000,,,,,,
Bremen,Bremen,LOC,0.00000000,0.00000000,de,1.90000000,,2944388.00000000,P,53.07582000,8.80717000,EUROPE,Deutschland,NEU
Land,Land,LOC,-0.52631579,0.00000000,de,1.90000000,,3421288.00000000,L,81.90000000,-56.75000000,POLAR,Grönland,GIC
Windkraft Nachholbedarf,Windkraft Nachholbedarf,LOC,-0.36842105,0.00000000,de,1.90000000,,0.00000000,,,,,,
Luxus,Luxus,LOC,0.00000000,0.84210526,de,1.90000000,,0.00000000,,,,,,
Finanzministerium,Finanzministerium,LOC,-0.12962963,0.18518519,de,1.80000000,,-1.00000000,,,,EUROPE,Austria,WCE
BGH,BGH,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Stadt an der Lahn,Stadt an der Lahn,LOC,1.00000000,0.00000000,de,1.00000000,4012241-4,-1.00000000,,,,EUROPE,Germany,WCE
Prioritätenliste,Prioritätenliste,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kiew,Kiew,LOC,0.00000000,0.00000000,de,1.00000000,,703448.00000000,P,50.45466000,30.52380000,EUROPE,Ukraine,WCE
Energie,Energie,LOC,0.42500000,0.50000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,Canada,ENA
Ostdeutschland,Ostdeutschland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Braunkohlekraftwerks Jänschwalde,Braunkohlekraftwerks Jänschwalde,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Doghouse ,Doghouse ,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Avoidance,Avoidance,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Südkorea,Südkorea,LOC,0.00000000,0.00000000,de,1.00000000,,1835841.00000000,A,36.50000000,127.75000000,ASIA,Südkorea,EAS
Elektroauto,Elektroauto,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Netzausbaus,Netzausbaus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Lausitz,Lausitz,LOC,0.00000000,0.00000000,de,1.00000000,4034753-9,-1.00000000,,,,EUROPE,Germany,WCE
Gemeinde,Gemeinde,LOC,0.00000000,0.00000000,de,1.00000000,4062244-7,-1.00000000,,,,EUROPE,Liechtenstein,WCE
Bezirk will,Bezirk will,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Olching,Olching,LOC,0.00000000,1.00000000,de,1.00000000,4043447-3,-1.00000000,,,,EUROPE,Germany,WCE
Fortschritt,Fortschritt,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Straße von Hormus,Straße von Hormus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
abgeschriebener,abgeschriebener,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Landkre…,Landkre…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Balkonkraftwerken,Balkonkraftwerken,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Neuen Schlosses Schleißheim,Neuen Schlosses Schleißheim,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Anbauer,Anbauer,LOC,-0.50000000,0.50000000,de,1.00000000,,0.00000000,,,,,,
Tundra Westgrönlands,Tundra Westgrönlands,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
arktischen Insel,arktischen Insel,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Fränkische Schweiz,Fränkische Schweiz,LOC,0.70000000,0.00000000,de,1.00000000,4018035-9,-1.00000000,,,,EUROPE,Germany,WCE
Neue Messdaten,Neue Messdaten,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Nordsee,Nordsee,LOC,0.00000000,0.00000000,de,1.00000000,,2960848.00000000,H,55.33333000,3.00000000,EUROPE,,NEU
Bundeswirtschaftsministerium,Bundeswirtschaftsministerium,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hannover,Hannover,LOC,0.00000000,0.00000000,de,1.00000000,,2910831.00000000,P,52.37052000,9.73322000,EUROPE,Deutschland,WCE
Franken,Franken,LOC,0.00000000,0.00000000,de,1.00000000,,2803465.00000000,L,50.00000000,9.00000000,EUROPE,Deutschland,WCE
Mainz,Mainz,LOC,0.00000000,0.00000000,de,1.00000000,4037124-4,-1.00000000,,,,EUROPE,Germany,WCE
ORF-Wettermoderator,ORF-Wettermoderator,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Vorjahres,Vorjahres,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bayerischen Landtags,Bayerischen Landtags,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Alpiner Solarstrom,Alpiner Solarstrom,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ostchina,Ostchina,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Augsburg,Augsburg,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
D…,D…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Lithium,Lithium,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Gravitationsspeicher,Gravitationsspeicher,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Leistungstransformatoren,Leistungstransformatoren,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Brennstoffzelle,Brennstoffzelle,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Offshore-Bereich,Offshore-Bereich,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Tennet,Tennet,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,United Kingdom,NEU
grüne Ex-Minister,grüne Ex-Minister,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
PV-Anlagen,PV-Anlagen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Umweltbundesamts,Umweltbundesamts,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Trampoline,Trampoline,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Republik,Republik,LOC,0.00000000,0.00000000,de,1.00000000,4017875-4,-1.00000000,,,,ASIA,Taiwan,EAS
Cookies,Cookies,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,OCEANIA,New Zealand,NZ
Einfamilienhäuser,Einfamilienhäuser,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wohnblöcke,Wohnblöcke,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wielenbach,Wielenbach,LOC,0.00000000,0.00000000,de,1.00000000,4108137-7,-1.00000000,,,,EUROPE,Germany,WCE
Gefahr,Gefahr,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,AFRICA,,WSAF
Uni Graz,Uni Graz,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Armonk,Armonk,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Ohio,Ohio,LOC,0.00000000,0.00000000,de,1.00000000,4043387-0,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Tennessee,Tennessee,LOC,0.00000000,0.00000000,de,1.00000000,4119557-7,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Oak Ridge National Laboratory,Oak Ridge National Laboratory,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Solarforschern,Solarforschern,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kalifornien,Kalifornien,LOC,0.00000000,0.00000000,de,1.00000000,,11071615.00000000,L,34.68743000,-116.78467000,NORTH-AMERICA,USA,WNA
Äcker,Äcker,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Austria,WCE
Rol…,Rol…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hitzesommer,Hitzesommer,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kaub,Kaub,LOC,0.23333333,0.00000000,de,1.00000000,4194073-8,-1.00000000,,,,ASIA,,SEA
südfran­zösischen Cadarache,südfran­zösischen Cadarache,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
ITER,ITER,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,CENTRAL-AMERICA,,CAR
Tokamaks,Tokamaks,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Cadarache,Cadarache,LOC,0.00000000,0.00000000,de,1.00000000,4119817-7,-1.00000000,,,,EUROPE-AFRICA,France,MED
Shanghai,Shanghai,LOC,0.00000000,0.00000000,de,1.00000000,4052066-3,-1.00000000,,,,ASIA,China,EAS
Chinas,Chinas,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,CENTRAL-AMERICA,Mexico,NCA
Nordostasien,Nordostasien,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Magdeburg …,Magdeburg …,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Magdeburg,Magdeburg,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
New Yo,New Yo,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,United States,WNA
Potsdams Park Sanssouci,Potsdams Park Sanssouci,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Babelsberg,Babelsberg,LOC,0.00000000,0.00000000,de,1.00000000,4103249-4,-1.00000000,,,,EUROPE,Germany,WCE
ZEIT am Wochenende,ZEIT am Wochenende,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wasserstoff-Hybrid-Motor,Wasserstoff-Hybrid-Motor,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Frankfurt am Main,Frankfurt am Main,LOC,0.00000000,0.00000000,de,1.00000000,4018118-2,-1.00000000,,,,EUROPE,Germany,WCE
H2,H2,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ASIA,Philippines,SEA
E-Fuels,E-Fuels,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Heizkraftwerk Nord,Heizkraftwerk Nord,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Wittenberg,Wittenberg,LOC,0.00000000,0.00000000,de,1.00000000,4066640-2,-1.00000000,,,,EUROPE,Germany,WCE
Batteriespeicher-Hersteller Tesvolt,Batteriespeicher-Hersteller Tesvolt,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Verbraucher,Verbraucher,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kernfusion,Kernfusion,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Europas am Rhein,Europas am Rhein,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Strampelstadt am Neckar,Strampelstadt am Neckar,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Strassen,Strassen,LOC,0.00000000,1.00000000,de,1.00000000,10112044-8,-1.00000000,,,,EUROPE,Luxembourg,WCE
Bauhofs,Bauhofs,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Stromquellen,Stromquellen,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Umweltminister,Umweltminister,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Provence,Provence,LOC,0.00000000,0.00000000,de,1.00000000,4000860-5,-1.00000000,,,,EUROPE-AFRICA,France,MED
Lonza,Lonza,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,AFRICA,Democratic Republic of the Congo,NEAF
Novartis,Novartis,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ASIA,Philippines,SEA
Energiewende-Widerspruch,Energiewende-Widerspruch,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wegner Center,Wegner Center,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Uni Marburg,Uni Marburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Slovenia,WCE
Österreichs,Österreichs,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kapitalgejammer,Kapitalgejammer,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Perpignan,Perpignan,LOC,0.00000000,0.00000000,de,1.00000000,4045226-8,-1.00000000,,,,EUROPE-AFRICA,France,MED
Ille-sur-Tet,Ille-sur-Tet,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE-AFRICA,France,MED
Nachholbedarf,Nachholbedarf,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Gestiegene Stromkosten und Abwanderungspläne,Gestiegene Stromkosten und Abwanderungspläne,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Zentralasien,Zentralasien,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wasserstoff,Wasserstoff,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ausbaustopp,Ausbaustopp,LOC,0.35000000,0.50000000,de,1.00000000,,0.00000000,,,,,,
Bohrloch-Batterie,Bohrloch-Batterie,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Europa w…,Europa w…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ernteeinbußen,Ernteeinbußen,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Nichtstun,Nichtstun,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bundesnetzagentur,Bundesnetzagentur,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Technologieoffen,Technologieoffen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Staat,Staat,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE-AFRICA,Vatican,MED
deutl…,deutl…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Erklärungsnot,Erklärungsnot,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Teufels,Teufels,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ARCTIC,,ARO
Philipps-Universität Marburg,Philipps-Universität Marburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Flüssen,Flüssen,LOC,-0.17500000,0.50000000,de,1.00000000,,2926035.00000000,P,48.21861000,10.27462000,EUROPE,Deutschland,WCE
Umfrage,Umfrage,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Elektroautos,Elektroautos,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hohe Öl-,Hohe Öl-,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
SZ am Morgen,SZ am Morgen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Klima-Sozialfonds,Klima-Sozialfonds,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Pozna,Pozna,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Posen,Posen,LOC,0.70000000,0.00000000,de,1.00000000,4046868-9,-1.00000000,,,,EUROPE,Poland,WCE
Kleczew,Kleczew,LOC,0.70000000,0.00000000,de,1.00000000,7749252-3,-1.00000000,,,,EUROPE,Poland,WCE
Oberbayern,Oberbayern,LOC,0.00000000,0.00000000,de,1.00000000,,2867714.00000000,P,48.13743000,11.57549000,EUROPE,Deutschland,WCE
Alpen,Alpen,LOC,-1.00000000,0.00000000,de,1.00000000,,682673.00000000,T,45.50000000,24.25000000,EUROPE,Rumänien,WCE
Ölriesen,Ölriesen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Union,Union,LOC,0.00000000,0.00000000,de,1.00000000,,3584767.00000000,A,13.55000000,-87.90000000,CENTRAL-AMERICA,El Salvador,SCA
der Schweiz,der Schweiz,LOC,0.00000000,0.00000000,de,1.00000000,,2661324.00000000,P,47.14035000,7.37175000,EUROPE,Switzerland,WCE
Waldbränden,Waldbränden,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Indonesien,Indonesien,LOC,0.00000000,0.00000000,de,1.00000000,,1643084.00000000,A,-5.00000000,120.00000000,ASIA,Indonesien,SEA
Indien,Indien,LOC,0.00000000,0.00000000,de,1.00000000,,1269750.00000000,A,22.00000000,79.00000000,ASIA,Indien,SAS
Asiens,Asiens,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Technologieunternehmen Qnetic,Technologieunternehmen Qnetic,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Schwungrad-Energiepeicher,Schwungrad-Energiepeicher,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Energiesystems,Energiesystems,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kurswechsels,Kurswechsels,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Solarbranche,Solarbranche,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Saatbau Linz,Saatbau Linz,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Speicherausbau,Speicherausbau,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Thüringens,Thüringens,LOC,0.00000000,0.00000000,de,1.00000000,,11550794.00000000,S,50.27720000,10.80180000,EUROPE,Deutschland,WCE
Bundesrats,Bundesrats,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bundesrepublik,Bundesrepublik,LOC,0.33333333,0.00000000,de,1.00000000,4011889-7,-1.00000000,,,,EUROPE,Germany,WCE
Gemüseanbauer Regen,Gemüseanbauer Regen,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Elbe,Elbe,LOC,0.00000000,0.00000000,de,1.00000000,,2868531.00000000,P,51.43453000,13.22177000,EUROPE,Deutschland,WCE
Windrad,Windrad,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Klimaprotest,Klimaprotest,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Verbrenner-Aus,Verbrenner-Aus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Laufen,Laufen,LOC,0.00000000,0.00000000,de,1.00000000,4034722-9,-1.00000000,,,,EUROPE,Switzerland,WCE
Gemeindeland,Gemeindeland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hitzefalle,Hitzefalle,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Großraum Paris,Großraum Paris,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Mitteldeutschland,Mitteldeutschland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Jahrzehnts,Jahrzehnts,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Afrika,Afrika,LOC,0.00000000,0.00000000,de,1.00000000,,6255146.00000000,L,7.18810000,21.09375000,AFRICA,,CAF
Volkspark,Volkspark,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Brasiliens,Brasiliens,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Amazonas,Amazonas,LOC,0.00000000,0.00000000,de,1.00000000,4001626-2,-1.00000000,,,,SOUTH-AMERICA,Venezuela,NSA
Probe,Probe,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,POLAR,,WAN
Atomstrom,Atomstrom,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Klimawandel-Messstationen,Klimawandel-Messstationen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Meerwasser,Meerwasser,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,NEU
Ottendorf-Okrilla,Ottendorf-Okrilla,LOC,0.00000000,0.00000000,de,1.00000000,4427849-4,-1.00000000,,,,EUROPE,Germany,WCE
E…,E…,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Dekarbonisierung,Dekarbonisierung,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Copernicus,Copernicus,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Poland,WCE
West-Dänemark,West-Dänemark,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Denmark,NEU
Iran,Iran,LOC,0.00000000,0.00000000,de,1.00000000,4027653-3,130758.00000000,A,32.00000000,53.00000000,ASIA,Iran,WCA
Pariser,Pariser,LOC,0.00000000,0.00000000,de,1.00000000,,2943127.00000000,T,47.40555000,11.28725000,EUROPE,Deutschland,WCE
Föhren,Föhren,LOC,0.00000000,0.00000000,de,1.00000000,4378829-4,-1.00000000,,,,EUROPE,Germany,WCE
Blackouts,Blackouts,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Nossen,Nossen,LOC,0.00000000,0.00000000,de,1.00000000,4042589-7,-1.00000000,,,,EUROPE,Germany,WCE
Rückenwind,Rückenwind,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Dresden,Dresden,LOC,0.00000000,0.00000000,de,1.00000000,,2935022.00000000,P,51.05089000,13.73832000,EUROPE,Deutschland,WCE
Freistaat Sachsen,Freistaat Sachsen,LOC,0.00000000,0.00000000,de,1.00000000,4051176-5,-1.00000000,,,,EUROPE,Germany,WCE
Jahrhundertmitte,Jahrhundertmitte,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Fachschulen Hatzendorf,Fachschulen Hatzendorf,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Steiermark,Steiermark,LOC,1.00000000,0.00000000,de,1.00000000,,2764581.00000000,A,47.25000000,15.16667000,EUROPE,Österreich,WCE
Windkraft-Anlagen,Windkraft-Anlagen,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ha…,Ha…,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Niederösterreich,Niederösterreich,LOC,0.00000000,0.00000000,de,1.00000000,,2770542.00000000,A,48.33333000,15.75000000,EUROPE,Österreich,WCE
schwarzen,schwarzen,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
