index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
f12238196ce1d85228e47848e619c9a1,2026-09-01T10:00:07Z,'Verkehrswende',www.sueddeutsche.de,de,0.9,Öffentlicher Nahverkehr: Ein Viertel der Deutschen schlecht mit ÖPNV versorgt,"Die Agora Verkehrswende berichtet, dass 21 Millionen Menschen in Deutschland schlecht mit Bus und Bahn versorgt sind. Vor allem in ländlichen Regionen ist das der Fall. Eine deutsche Großstadt steht am besten da.",https://www.sueddeutsche.de/wirtschaft/oepnv-bus-bahn-nahverkehr-schlechte-verbindung-li.3540509,https://www.sueddeutsche.de/2023/05/02/9294f069-76f2-4061-9fe7-2a4eafd9fa2d.jpeg?q=60&fm=webp&width=1200&rect=0%2C70%2C1350%2C759,http://web.archive.org/web/20260902013514/https://www.sueddeutsche.de/wirtschaft/oepnv-bus-bahn-nahverkehr-schlechte-verbindung-li.3540509,"Die am schlechtesten versorgten Menschen seien auf das Auto angewiesen. Betroffen seien vor allem Gemeinden in Niedersachsen, Schleswig-Holstein, Mecklenburg-Vorpommern, Brandenburg und Sachsen-Anhal… [+848 chars]",,"Öffentlicher Nahverkehr: Ein Viertel der Deutschen schlecht mit ÖPNV versorgt. Die Agora Verkehrswende berichtet, dass 21 Millionen Menschen in Deutschland schlecht mit Bus und Bahn versorgt sind. Vor allem in ländlichen Regionen ist das der Fall. Eine deutsche Großstadt steht am besten da.",Local public transport: A quarter of Germans have poor access to public transport. The Agora Verkehrswende reports that 21 million people in Germany are poorly served by buses and trains. This is particularly the case in rural regions. A big German city is the best place.,Locus publicus onerariis: Quarta Germanorum aditus ad publica oneraria pauperes habent. Agora Verkehrswende nuntiat XXI miliones hominum in Germania male commoda et impedimenta esse. Quod maxime evenit in regionibus rusticis. Magna urbs Germaniae optima est.,2026-09-05 21:51:00+00:00
3fd1322271ef616082c9407bfcf972b9,2026-09-01T14:19:10Z,'Verkehrswende',www.zeit.de,de,0.9,Agora Verkehrswende: Frankfurt laut Untersuchung vorn bei öffentlichem Nahverkehr,Hier finden Sie Informationen zu dem Thema „Agora Verkehrswende“. Lesen Sie jetzt „Frankfurt laut Untersuchung vorn bei öffentlichem Nahverkehr“.,https://www.zeit.de/news/2026-09/01/frankfurt-laut-untersuchung-vorn-bei-oeffentlichem-nahverkehr,https://img.zeit.de/news/2026-09/01/frankfurt-laut-untersuchung-vorn-bei-oeffentlichem-nahverkehr-image-group/wide__1300x731,http://web.archive.org/web/20260902015236/https://www.zeit.de/news/2026-09/01/frankfurt-laut-untersuchung-vorn-bei-oeffentlichem-nahverkehr,Nach einer Untersuchung der Denkfabrik Agora Verkehrswende hat Frankfurt am Main unter den deutschen Großstädten das beste Angebot beim öffentlichen Verkehr (ÖV). Frankfurt kam auf eine ÖV-Güte von 1… [+1506 chars],,Agora Verkehrswende: Frankfurt laut Untersuchung vorn bei öffentlichem Nahverkehr. Hier finden Sie Informationen zu dem Thema „Agora Verkehrswende“. Lesen Sie jetzt „Frankfurt laut Untersuchung vorn bei öffentlichem Nahverkehr“.,"Agora traffic turnaround: According to the study, Frankfurt is ahead when it comes to local public transport. Here you will find information on the topic of “Agora transport transition”. Now read “According to the study, Frankfurt is ahead in public transport”.","Agora negotiatio turnaround: Secundum studium, Frankfurt antecedit cum ad publica oneraria localia venit. Hic informationes invenies in argumento ""Agorae transportati transitus"". Nunc legitur ""Secundum studium Francofurtum praemisit in onerariis publicis"".",2026-09-05 21:51:00+00:00
f537becbb05bf001624f5f25691f9bdf,2026-09-01T16:24:00Z,'Verkehrswende',taz.de,de,0.9,Nahverkehrsatlas von Agora Verkehrswende: Wo Bus und Bahn gut erreichbar sind,Drei Viertel der Menschen in Deutschland sind gut an den Nahverkehr angebunden. Wo aber läuft es noch nicht so? Eine Analyse nennt Regionen und Zahlen.,https://taz.de/Nahverkehrsatlas-von-Agora-Verkehrswende/!6209138/,https://taz.de/picture/8708478/1200/41565691.jpeg,,Drei Viertel der Menschen in Deutschland sind gut an den Nahverkehr angebunden. Wo aber läuft es noch nicht so? Eine Analyse nennt Regionen und Zahlen. mehr...,,Nahverkehrsatlas von Agora Verkehrswende: Wo Bus und Bahn gut erreichbar sind. Drei Viertel der Menschen in Deutschland sind gut an den Nahverkehr angebunden. Wo aber läuft es noch nicht so? Eine Analyse nennt Regionen und Zahlen.,Local transport atlas from Agora Verkehrswende: Where buses and trains are easily accessible. Three quarters of people in Germany are well connected to local transport. But where is things not going that way yet? An analysis names regions and numbers.,Atlas locales ab Agora Verkehrswende: Ubi negotiationes et impedimenta facilia sunt pervia. Tres partes hominum in Germania bene connectuntur cum onerariis localibus. Sed ubi adhuc non est via? Analysis nominum regionum ac numerorum.,2026-09-05 21:51:00+00:00
63df996b5718bea0a02256538e510218,2026-09-01T09:36:02Z,'Energiewende',www.golem.de,de,0.9,E-Fuels und H2: Synthetische Kraftstoffe benötigen nur Luft,"Die Wasserknappheit nimmt weltweit zu, was die zukünftige Herstellung von grünem Wasserstoff und Methanol gefährdet. Es gibt eine bessere Lösung. (Energiewende, Wasserstoff)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/e-fuels-und-h2-synthetische-kraftstoffe-benoetigen-nur-luft-2609-212489.html&referer=https://t.co/9f409f2a8d,,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,"E-Fuels und H2: Synthetische Kraftstoffe benötigen nur Luft. Die Wasserknappheit nimmt weltweit zu, was die zukünftige Herstellung von grünem Wasserstoff und Methanol gefährdet. Es gibt eine bessere Lösung. (Energiewende, Wasserstoff)","E-fuels and H2: Synthetic fuels only require air. Water scarcity is increasing worldwide, threatening future production of green hydrogen and methanol. There is a better solution. (energy transition, hydrogen)","E-fuels et H2: Saccharum fuels solum aerem requirunt. Aqua inopiae terrarum increscit, futuram productionem impendens viridis hydrogenii et methanoli. Melior est solutio. (Virtas transitus, hydrogenii)",2026-09-06 02:18:52+00:00
306d668e87b359e50deec327ef87b568,2026-09-04T07:14:01Z,'Verbrenner-Aus Energiewende',www.golem.de,de,0.9,Wasserstoff-Hybrid-Motor: Umgerüsteter Dieselmotor verbraucht 24 Prozent weniger,"Eine H2-Einspritzung in einen regulären Dieselmotor eines Transportschiffs hat auf 16.000 km knapp ein Viertel an Diesel-Kraftstoff eingespart. (Wasserstoff, Energiewende)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/wasserstoff-hybrid-motor-umgeruesteter-dieselmotor-verbraucht-24-prozent-weniger-2609-212642.html&referer=https://t.co/09c3f1154f,,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,"Wasserstoff-Hybrid-Motor: Umgerüsteter Dieselmotor verbraucht 24 Prozent weniger. Eine H2-Einspritzung in einen regulären Dieselmotor eines Transportschiffs hat auf 16.000 km knapp ein Viertel an Diesel-Kraftstoff eingespart. (Wasserstoff, Energiewende)","Hydrogen hybrid engine: Converted diesel engine consumes 24 percent less. An H2 injection into a regular diesel engine on a transport ship saved almost a quarter of diesel fuel over 16,000 km. (hydrogen, energy transition)","Hydrogenium hybrid engine: Conversa diesel engine consumit 24 percent minus. H2 iniectio in machinam regularem in machinam nauem onerariam paene quarta pars escae pellentesque super 16000 km servavit. (hydrogen, navitas transitus)",2026-09-06 02:18:52+00:00
2a9a884cb1e155aaaa516dd9406bbf6c,2026-09-02T10:55:00Z,'Kernfusion',t3n.de,de,0.9,Schmelzende Diamanten: Neues Laser-Experiment liefert Antworten für Astrophysik und Kernfusion,"Ein langjähriges Rätsel der Hochdruckphysik ist durch neue Experimente gelöst worden, die zeigen, wie sich Kohlenstoff unter hohem Druck verhält. Das liefert nicht nur Antworten für die Astrophysik, sondern hat direkte Folgen für die Entwicklung der Laserfusi…",https://t3n.de/news/schmelzende-diamanten-laser-experiment-neptun-kernfusion-1760617/,https://cdn.t3n.de/news/wp-content/uploads/2025/03/shutterstock_2426595009.jpg?class=content,http://web.archive.org/web/20260902233419/https://t3n.de/news/schmelzende-diamanten-laser-experiment-neptun-kernfusion-1760617/,Ein Forschungsteam um den Physiker Marius Millot am Lawrence Livermore National Laboratory (LLNL) im US-Bundesstaat Kalifornien hat das Schmelzverhalten von Kohlenstoff unter bisher unerreichten phys… [+6343 chars],,"Schmelzende Diamanten: Neues Laser-Experiment liefert Antworten für Astrophysik und Kernfusion. Ein langjähriges Rätsel der Hochdruckphysik ist durch neue Experimente gelöst worden, die zeigen, wie sich Kohlenstoff unter hohem Druck verhält. Das liefert nicht nur Antworten für die Astrophysik, sondern hat direkte Folgen für die Entwicklung der Laserfusi…","Melting diamonds: New laser experiment provides answers for astrophysics and nuclear fusion. A long-standing mystery in high-pressure physics has been solved by new experiments that show how carbon behaves under high pressure. This not only provides answers for astrophysics, but also has direct consequences for the development of laser fusi...","Adamantes liquentes: Novum experimentum laser responsa praebet astrophysics et fusioni nuclei. Diuturnum mysterium in physicas pressurae altum solutum est novis experimentis quae ostendunt quomodo carbo sub alta pressione se gerit. Hoc non solum responsa astrophysicis praebet, sed etiam consectaria directa habet ad progressionem laseris fusi...",2026-09-08 14:03:37+00:00
4a65869f4e5332b0974bb820250a62c0,2026-09-03T07:59:52Z,'Balkonkraftwerk',stadt-bremerhaven.de,de,0.9,Anker SOLIX Solarbank Max: Brückenschlag zwischen Balkonkraftwerk und großem Heimspeicher,"Zur IFA 2026 zeigt Anker eine neue Erweiterung seines Speichersortiments: die Solarbank Max. Anders als die meisten Plug-in-Systeme, die man bisher unter dem Begriff Balkonkraftwerk kannte,...Zum Beitrag: Anker SOLIX Solarbank Max: Brückenschlag zwischen Balk…",https://stadt-bremerhaven.de/anker-solix-solarbank-max-brueckenschlag-zwischen-balkonkraftwerk-und-grossem-heimspeicher/,https://stadt-bremerhaven.de/wp-content/uploads/2026/09/anker-solar-max.webp,http://web.archive.org/web/20260903085734/https://stadt-bremerhaven.de/anker-solix-solarbank-max-brueckenschlag-zwischen-balkonkraftwerk-und-grossem-heimspeicher/,"Zur IFA 2026 zeigt Anker eine neue Erweiterung seines Speichersortiments: die Solarbank Max. Anders als die meisten Plug-in-Systeme, die man bisher unter dem Begriff Balkonkraftwerk kannte, kommt die… [+2266 chars]",,"Anker SOLIX Solarbank Max: Brückenschlag zwischen Balkonkraftwerk und großem Heimspeicher. Zur IFA 2026 zeigt Anker eine neue Erweiterung seines Speichersortiments: die Solarbank Max. Anders als die meisten Plug-in-Systeme, die man bisher unter dem Begriff Balkonkraftwerk kannte,...Zum Beitrag: Anker SOLIX Solarbank Max: Brückenschlag zwischen Balk…","Anker SOLIX solar bank Max: bridging the gap between balcony power plants and large home storage systems. At IFA 2026, Anker is showing a new expansion of its storage range: the solar bank Max. Unlike most plug-in systems that were previously known under the term balcony power plant,... To the article: Anker SOLIX solar bank Max: bridging the gap between balconies...","Anker SOLIX ripae solaris Max: traiciendi medium inter plantas podio potentiae et magnas rationes domus repositas. In IFA 2026, Anker novam expansionem sui repositionis ostendit: Max ripae solaris. Dissimilis maxime obturaculum in systematis quae antea sub nomine plantae podio potentiae notae erant, .... Ad articulum: Anker SOLIX ripae solaris Max: lacunam inter maenianis varians.",2026-09-10 02:30:52+00:00
bcf22b4fe8f28083c29dd42ce40aff15,2026-09-06T08:34:00Z,'Balkonkraftwerk',www.teltarif.de,de,0.9,2000 Wp und 5 kWh Speicher: Was bringt ein großes Balkonkraftwerk?,"Dieses Solarsystem zeigt, wie viel Technik heute in einer Balkonanlage stecken kann.",https://www.teltarif.de/balkonkraftwerk-mit-speicher-solarbank/news/105865.html,https://www.teltarif.de/img/arch/2026/kw36/balkonkraftwerk-mit-speicher-solarspeicher-photovoltaik-solarbank-1og.jpg,,"Balkon­kraft­werke sind längst nicht mehr auf zwei kleine Solarmodule beschränkt. Moderne Systeme können mit mehreren Modulen, hoher PV-Leistung und einem Batte­riespei­cher deutlich mehr Solarstrom … [+5825 chars]",,"2000 Wp und 5 kWh Speicher: Was bringt ein großes Balkonkraftwerk?. Dieses Solarsystem zeigt, wie viel Technik heute in einer Balkonanlage stecken kann.",2000 Wp and 5 kWh storage: What's the point of a large balcony power plant? This solar system shows how much technology can be put into a balcony system today.,2000 Wp et 5 kWh reposita: Quid punctum magnae podio potentiae plantae? Haec systema solaris ostendit quantum technologiae hodie in maeniano systemate poni possunt.,2026-09-10 02:30:52+00:00
1416d41d41bf7e612e97cf8bce1838b1,2026-09-08T06:38:02Z,'Balkonkraftwerk',www.golem.de,de,0.9,DIY: Das Balkonkraftwerk als E-Auto-Tankstelle,"Das E-Auto mit Strom aus eigener Produktion zu laden, war lange Hausbesitzern mit großer Dach-PV vorbehalten. Nun gibt es moderne Akku-Balkonkraftwerke - was geht damit bereits? Ein Erfahrungsbericht von Dennis Ziesecke (Elektroauto, Auto)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/diy-das-balkonkraftwerk-als-e-auto-tankstelle-2609-212716.html&referer=https://t.co/477e2f1c9f,,http://web.archive.org/web/20260909070642/https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2Fdiy-das-balkonkraftwerk-als-e-auto-tankstelle-2609-212716.html,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,"DIY: Das Balkonkraftwerk als E-Auto-Tankstelle. Das E-Auto mit Strom aus eigener Produktion zu laden, war lange Hausbesitzern mit großer Dach-PV vorbehalten. Nun gibt es moderne Akku-Balkonkraftwerke - was geht damit bereits? Ein Erfahrungsbericht von Dennis Ziesecke (Elektroauto, Auto)","DIY: The balcony power plant as an electric car filling station. For a long time, charging electric cars with electricity from their own production was reserved for homeowners with large roof PV systems. Now there are modern battery-powered balcony power plants - what can they do with them? An experience report from Dennis Ziesecke (electric car, car)","DIY: SOLARIUM potentia planta ut currus electrici stationem implens. Diu, carros electricas cum electricitate e sua productione increpans, homeowners cum magna tectorum systemata servata est. Nunc sunt hodiernae herbae potentiae machinae validae SOLARIUM - quid cum illis facere possunt? Experientia relationis ex Dennis Ziesecke (currus electrica, currus)",2026-09-10 02:30:52+00:00
541c84d0a4762b7e9e690f049944d9f5,2026-09-08T14:16:01Z,'Balkonkraftwerk',www.golem.de,de,0.9,Anzeige: Solakon-500-W-Bifazial-Solarmodule im 2er-Set zum Aktionspreis für nur 89 Euro pro Stück,"Die Solakon-500-W-Bifazial-Solarmodule mit N-Type-Zellen und Full-Black-Design im Doppelpack sind aktuell zum Sparpreis erhältlich. (Technik/Hardware, Balkonkraftwerk)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/anzeige-solakon-500w-bifazial-solarmodule-im-2er-set-zum-aktionspreis-fuer-nur-89-euro-pro-stueck-2609-212781.html&referer=https://t.co/347541cdd4,,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,"Anzeige: Solakon-500-W-Bifazial-Solarmodule im 2er-Set zum Aktionspreis für nur 89 Euro pro Stück. Die Solakon-500-W-Bifazial-Solarmodule mit N-Type-Zellen und Full-Black-Design im Doppelpack sind aktuell zum Sparpreis erhältlich. (Technik/Hardware, Balkonkraftwerk)","Advertisement: Solakon 500 W bifacial solar modules in a set of 2 at a special price for just 89 euros each. The Solakon 500 W bifacial solar modules with N-type cells and full black design in a double pack are currently available at a bargain price. (Technology/hardware, balcony power plant)","Advertisement: Solakon 500 W bifaciales moduli solaris in statuto 2 singulari pretio pro singulis tantum 89 nummis. Solakon D W bifaciales moduli solaris cum cellulis N-typis et consilio nigro plenae in duplici sarcina nunc in promptu sunt pretio pacisci. (Technology/hardware, SOLARIUM potentia planta)",2026-09-10 02:30:52+00:00
