,phrase,label,sentiment,subjectivity,language,count
Kraftwerks-Jubiläum,Kraftwerks-Jubiläum,MISC,,,de,1.0
Die Blockade der Straße von Hormus,Die Blockade der Straße von Hormus,MISC,,,de,1.0
Nachrichten-Depression,Nachrichten-Depression,MISC,,,de,1.0
Krieg,Krieg,MISC,,,de,1.0
K…,K…,MISC,,,de,1.0
Biomüll der Stadt,Biomüll der Stadt,MISC,,,de,1.0
Stichtag,Stichtag,MISC,,,de,1.0
Zeit d…,Zeit d…,MISC,,,de,1.0
Schienen-Maut,Schienen-Maut,MISC,,,de,1.0
Ein neuer Batteriespeicherverbund,Ein neuer Batteriespeicherverbund,MISC,,,de,1.0
PV und Wind,PV und Wind,MISC,,,de,1.0
NOrd,NOrd,MISC,,,de,1.0
Auf…,Auf…,MISC,,,de,1.0
ARD-Deutschlandtrend,ARD-Deutschlandtrend,MISC,,,de,1.0
Rek…,Rek…,MISC,,,de,1.0
DWD-Attributionsstudie,DWD-Attributionsstudie,MISC,,,de,1.0
Wasserstoff-Kernnetz,Wasserstoff-Kernnetz,MISC,,,de,1.0
d…,d…,MISC,,,de,1.0
Deutsche,Deutsche,MISC,,,de,1.0
Nicht-EU-Ausländer,Nicht-EU-Ausländer,MISC,,,de,1.0
Wir brauchen Sicherheit,Wir brauchen Sicherheit,MISC,,,de,1.0
Sattheit,Sattheit,MISC,,,de,1.0
Zentrum“,Zentrum“,MISC,,,de,1.0
Hochtouren,Hochtouren,MISC,,,de,1.0
i…,i…,MISC,,,de,1.0
hessische,hessische,MISC,,,de,1.0
bayrischen,bayrischen,MISC,,,de,1.0
Mensc…,Mensc…,MISC,,,de,1.0
Smart Meter light,Smart Meter light,MISC,,,de,1.0
LED-Wall,LED-Wall,MISC,,,de,1.0
Ohne den Klimawandel,Ohne den Klimawandel,MISC,,,de,1.0
Sommerurlaub,Sommerurlaub,MISC,,,de,1.0
Hessen 600,Hessen 600,MISC,,,de,1.0
Juni-Hitzewelle,Juni-Hitzewelle,MISC,,,de,1.0
Walther-Rode-Preis,Walther-Rode-Preis,MISC,,,de,1.0
Brä…,Brä…,MISC,,,de,1.0
Hitz…,Hitz…,MISC,,,de,1.0
Ökostrom-Förderung,Ökostrom-Förderung,MISC,,,de,1.0
G…,G…,MISC,,,de,1.0
bayerisches,bayerisches,MISC,,,de,1.0
Hitzewelle und Klimawandel“,Hitzewelle und Klimawandel“,MISC,,,de,1.0
Heterodisulfi…,Heterodisulfi…,MISC,,,de,1.0
Marburger Forscher,Marburger Forscher,MISC,,,de,1.0
Energiepflanze Mais,Energiepflanze Mais,MISC,,,de,1.0
Energiewende in Polen,Energiewende in Polen,MISC,,,de,1.0
Wasserstoff-Boom,Wasserstoff-Boom,MISC,,,de,1.0
Trinkwasser“,Trinkwasser“,MISC,,,de,1.0
britische BP-Konzern,britische BP-Konzern,MISC,,,de,1.0
britische,britische,MISC,,,de,1.0
Präsidentschaftswahl im Jahr 2027,Präsidentschaftswahl im Jahr 2027,MISC,,,de,1.0
Special,Special,MISC,,,de,1.0
Der Rhein,Der Rhein,MISC,,,de,1.0
Le-Pen-Partei,Le-Pen-Partei,MISC,,,de,1.0
Mais bien,Mais bien,MISC,,,de,1.0
UmdenkeN,UmdenkeN,MISC,,,de,1.0
Leuna“,Leuna“,MISC,,,de,1.0
El Niño,El Niño,MISC,,,de,1.0
Klimawandels…,Klimawandels…,MISC,,,de,1.0
Wirtschaftsministerin,Wirtschaftsministerin,MISC,,,de,1.0
SpotMyEnergy,SpotMyEnergy,MISC,,,de,1.0
Energiesicherheit in Gefahr,Energiesicherheit in Gefahr,MISC,,,de,1.0
Vakuumkammer d…,Vakuumkammer d…,MISC,,,de,1.0
US-Forscher,US-Forscher,MISC,,,de,1.0
"ORF
","ORF
",MISC,,,de,1.0
ZiB 2,ZiB 2,MISC,,,de,1.0
Tages,Tages,MISC,,,de,1.0
"IMAGO/Bihlmayerfotografie
","IMAGO/Bihlmayerfotografie
",MISC,,,de,1.0
Maisdeckel,Maisdeckel,MISC,,,de,1.0
Science“-Studie,Science“-Studie,MISC,,,de,1.0
Ein kleiner Kern,Ein kleiner Kern,MISC,,,de,1.0
Montagearbeiten,Montagearbeiten,MISC,,,de,1.0
Temperatur-Rekorde,Temperatur-Rekorde,MISC,,,de,1.0
Deutschland jedes Jahr 80,Deutschland jedes Jahr 80,MISC,,,de,1.0
Euro im Jahr,Euro im Jahr,MISC,,,de,1.0
Next Kraftwerke-Gründer,Next Kraftwerke-Gründer,MISC,,,de,1.0
Klimawandels …,Klimawandels …,MISC,,,de,1.0
Kölner,Kölner,MISC,,,de,1.0
Schöngefärbte Energiewende,Schöngefärbte Energiewende,MISC,,,de,1.0
Neues Buch,Neues Buch,MISC,,,de,1.0
e…,e…,MISC,,,de,1.0
Gefahr durch Niedrigwasser,Gefahr durch Niedrigwasser,MISC,,,de,1.0
Newsletter,Newsletter,MISC,,,de,1.0
DIHK-Umfrage,DIHK-Umfrage,MISC,,,de,1.0
CO₂,CO₂,MISC,,,de,1.0
Wind und Solar,Wind und Solar,MISC,,,de,1.0
Klimawandels,Klimawandels,MISC,,,de,1.0
Ihr seid,Ihr seid,MISC,,,de,1.0
"Prometheus
","Prometheus
",MISC,,,de,1.0
Ener…,Ener…,MISC,-0.5,0.5,de,1.0
Google,Google,MISC,,,de,1.0
früh im Jahr so,früh im Jahr so,MISC,,,de,1.0
Merkel-Jahre,Merkel-Jahre,MISC,,,de,1.0
Kohleausstieg,Kohleausstieg,MISC,,,de,1.0
Grünen-Politiker,Grünen-Politiker,MISC,,,de,1.0
Kohle-Ausstieg,Kohle-Ausstieg,MISC,,,de,1.0
Quantencomputer,Quantencomputer,MISC,,,de,1.0
DIHK,DIHK,MISC,,,de,1.0
EEG,EEG,MISC,,,de,1.0
Repo…,Repo…,MISC,,,de,1.0
Erneuerbare-Energien-Gesetzes,Erneuerbare-Energien-Gesetzes,MISC,,,de,1.0
Rekord-Feuersaison 2026,Rekord-Feuersaison 2026,MISC,,,de,1.0
Erneuerbare-Energien-Gesetz,Erneuerbare-Energien-Gesetz,MISC,,,de,1.0
Netzpaket,Netzpaket,MISC,,,de,1.0
EEG-Reform,EEG-Reform,MISC,,,de,1.0
Meinungsforschungsinsti…,Meinungsforschungsinsti…,MISC,,,de,1.0
Report Mainz-Umfrage,Report Mainz-Umfrage,MISC,,,de,1.0
Das deutsche Kapital,Das deutsche Kapital,MISC,,,de,1.0
BUND,BUND,MISC,,,de,1.0
Dieses Jahr,Dieses Jahr,MISC,,,de,1.0
Fachleuten,Fachleuten,MISC,,,de,1.0
Rhein-Main-Gebiet,Rhein-Main-Gebiet,MISC,0.0,0.0,de,1.0
Das ist realistisch“,Das ist realistisch“,MISC,,,de,1.0
IBM-Durchbruch,IBM-Durchbruch,MISC,,,de,1.0
ko…,ko…,MISC,,,de,1.0
Der Verlust von Lebensraum,Der Verlust von Lebensraum,MISC,,,de,1.0
GLOBE NEWSWIRE,GLOBE NEWSWIRE,MISC,,,de,1.0
Schwäbischer,Schwäbischer,MISC,,,de,1.0
Amazon,Amazon,MISC,,,de,1.0
Mission Energiewende,Mission Energiewende,MISC,,,de,1.0
Podcast-Folge,Podcast-Folge,MISC,,,de,1.0
… Ich,… Ich,MISC,,,de,1.0
Windenergierätsel“,Windenergierätsel“,MISC,,,de,1.0
Das Jahr 2026,Das Jahr 2026,MISC,,,de,1.0
ursprüng­lichen,ursprüng­lichen,MISC,,,de,1.0
Neuzu­lassungen,Neuzu­lassungen,MISC,,,de,1.0
Stromspeicher,Stromspeicher,MISC,,,de,1.0
LumenHaus,LumenHaus,MISC,,,de,1.0
All…,All…,MISC,,,de,1.0
Demokratischen,Demokratischen,MISC,,,de,1.0
Jahre 2…,Jahre 2…,MISC,,,de,1.0
Müllverbrennungsanlage,Müllverbrennungsanlage,MISC,,,de,1.0
Wir li…,Wir li…,MISC,,,de,1.0
Der Senat,Der Senat,MISC,,,de,1.0
Mein Ärger,Mein Ärger,MISC,,,de,1.0
CO2-Ausstoß,CO2-Ausstoß,MISC,,,de,1.0
Im Jahr…,Im Jahr…,MISC,,,de,1.0
Neues Heizungsgesetz,Neues Heizungsgesetz,MISC,,,de,1.0
Richtu…,Richtu…,MISC,,,de,1.0
"Rudolph Roland
","Rudolph Roland
",MISC,,,de,1.0
Meere,Meere,MISC,,,de,1.0
EU-Klimadienst Copernicus,EU-Klimadienst Copernicus,MISC,,,de,1.0
Wasserhaushalt“,Wasserhaushalt“,MISC,,,de,1.0
T…,T…,MISC,,,de,1.0
chinesische,chinesische,MISC,,,de,1.0
rheinland-pfälzischen,rheinland-pfälzischen,MISC,,,de,1.0
Wir schreiben das Jahr 2050,Wir schreiben das Jahr 2050,MISC,,,de,1.0
Die Welt von morgen,Die Welt von morgen,MISC,,,de,1.0
Zukunftsvision,Zukunftsvision,MISC,,,de,1.0
steirischen,steirischen,MISC,,,de,1.0
ANDERE BLICK -,ANDERE BLICK -,MISC,,,de,1.0
Klimawandel-Alarmindustrie,Klimawandel-Alarmindustrie,MISC,,,de,1.0
"Wetterbeobachtung ja, Wissenschaft","Wetterbeobachtung ja, Wissenschaft",MISC,,,de,1.0
Der Rest is,Der Rest is,MISC,,,de,1.0
Guter Honig,Guter Honig,MISC,,,de,1.0
Honig jedes Jahr aufs Neue,Honig jedes Jahr aufs Neue,MISC,,,de,1.0
echter Honig,echter Honig,MISC,,,de,1.0
E…,E…,MISC,0.0,0.0,de,1.0
Finnischer,Finnischer,MISC,,,de,1.0
Capital</li><li>4,Capital</li><li>4,MISC,,,de,1.0
anw,anw,MISC,,,de,1.0
genu…,genu…,MISC,,,de,1.0
Süddeutscher,Süddeutscher,MISC,,,de,1.0
Energiewende,Energiewende,MISC,0.0,0.0,de,1.0
Fl…,Fl…,MISC,,,de,1.0
Offshore-Projekten,Offshore-Projekten,MISC,,,de,1.0
Gefahr für Amazonaswald,Gefahr für Amazonaswald,MISC,,,de,1.0
Tag der Eröffnung ihres Forschungszentrums,Tag der Eröffnung ihres Forschungszentrums,MISC,,,de,1.0
Der trügerische Frieden,Der trügerische Frieden,MISC,,,de,1.0
Mittwoch …,Mittwoch …,MISC,,,de,1.0
Heizungsgesetz,Heizungsgesetz,MISC,,,de,1.0
Iran trei…,Iran trei…,MISC,,,de,1.0
Trump,Trump,MISC,,,de,1.0
Die Vase,Die Vase,MISC,,,de,1.0
österreichischen,österreichischen,MISC,,,de,1.0
Tag…,Tag…,MISC,,,de,1.0
iranische,iranische,MISC,,,de,1.0
Tiere“,Tiere“,MISC,,,de,1.0
Bund üb…,Bund üb…,MISC,,,de,1.0
gepl…,gepl…,MISC,,,de,1.0
stern+,stern+,MISC,,,de,1.0
Iran-Kriegs,Iran-Kriegs,MISC,,,de,1.0
stern+statt,stern+statt,MISC,,,de,1.0
Energiewende im…,Energiewende im…,MISC,,,de,1.0
Milliarden-Investitionen,Milliarden-Investitionen,MISC,-0.3684210526315789,0.0,de,1.0
Stromaut…,Stromaut…,MISC,,,de,1.0
Fischauktion auf dem Großmarkt von Hakodate,Fischauktion auf dem Großmarkt von Hakodate,MISC,,,de,1.0
japanische,japanische,MISC,,,de,1.0
"Aufstand gegen Reiches Energie-Pläne
","Aufstand gegen Reiches Energie-Pläne
",MISC,,,de,1.0
ErneuerbarenLänder,ErneuerbarenLänder,MISC,,,de,1.0
di…,di…,MISC,,,de,1.0
Aufstand gegen Reiches Energie-Pläne,Aufstand gegen Reiches Energie-Pläne,MISC,,,de,1.0
Französische,Französische,MISC,,,de,1.0
Die erschöpften Rosen von Grasse,Die erschöpften Rosen von Grasse,MISC,,,de,1.0
Fachdeutsch,Fachdeutsch,MISC,,,de,1.0
Wiener Wasser,Wiener Wasser,MISC,,,de,1.0
Verbrauch von Wasser,Verbrauch von Wasser,MISC,,,de,1.0
Konferenz auf Norderney,Konferenz auf Norderney,MISC,,,de,1.0
Offshore-Windp…,Offshore-Windp…,MISC,,,de,1.0
"Aufzeichnungen
","Aufzeichnungen
",MISC,,,de,1.0
siebtwärm…,siebtwärm…,MISC,,,de,1.0
Sc…,Sc…,MISC,,,de,1.0
Hitzerekorde für Juni,Hitzerekorde für Juni,MISC,,,de,1.0
Kriege,Kriege,MISC,,,de,1.0
Hitze-Paradoxon,Hitze-Paradoxon,MISC,,,de,1.0
Mittwo…,Mittwo…,MISC,,,de,1.0
Heat Dome,Heat Dome,MISC,,,de,1.0
Heat Dome“,Heat Dome“,MISC,,,de,1.0
Der menschengemachte Klimawandel,Der menschengemachte Klimawandel,MISC,,,de,1.0
Klimamodellen,Klimamodellen,MISC,,,de,1.0
Online-Magazin,Online-Magazin,MISC,,,de,1.0
Spot-Plattform,Spot-Plattform,MISC,,,de,1.0
Extreme Hitze“,Extreme Hitze“,MISC,,,de,1.0
US-amerikanischen,US-amerikanischen,MISC,,,de,1.0
niederländische,niederländische,MISC,,,de,1.0
GWh,GWh,MISC,,,de,1.0
Par…,Par…,MISC,,,de,1.0
Systemsturz,Systemsturz,MISC,,,de,1.0
Wirtschaftsphilosoph Kohei Saito,Wirtschaftsphilosoph Kohei Saito,MISC,,,de,1.0
US-Start-up,US-Start-up,MISC,,,de,1.0
Die Versorgungssicherheit in Österreich,Die Versorgungssicherheit in Österreich,MISC,,,de,1.0
Hitzewelle des Jahres,Hitzewelle des Jahres,MISC,,,de,1.0
Euro“,Euro“,MISC,,,de,1.0
Juni-Tage,Juni-Tage,MISC,,,de,1.0
GLOBE,GLOBE,MISC,,,de,1.0
Mittela…,Mittela…,MISC,,,de,1.0
Reis,Reis,MISC,,,de,1.0
Hitzewelle in Europa,Hitzewelle in Europa,MISC,,,de,1.0
Recycling,Recycling,MISC,,,de,1.0
Ortsbesuch bei der Energiewende,Ortsbesuch bei der Energiewende,MISC,,,de,1.0
Erdgas-Importen,Erdgas-Importen,MISC,,,de,1.0
Klimakrise“,Klimakrise“,MISC,,,de,1.0
ZDF-Moderator,ZDF-Moderator,MISC,,,de,1.0
26.06.2026,26.06.2026,MISC,,,de,1.0
Klimaschutzziele,Klimaschutzziele,MISC,,,de,1.0
südamerikanischen,südamerikanischen,MISC,,,de,1.0
Die Opferzahl bei Hitzewellen,Die Opferzahl bei Hitzewellen,MISC,,,de,1.0
Ich liebe den Klimawandel,Ich liebe den Klimawandel,MISC,,,de,1.0
BESS,BESS,MISC,,,de,1.0
LDES,LDES,MISC,,,de,1.0
Gr…,Gr…,MISC,,,de,1.0
schwedischen,schwedischen,MISC,,,de,1.0
türkische,türkische,MISC,,,de,1.0
sozialer,sozialer,MISC,,,de,1.0
Der Stromnetzbetreiber 50Hertz,Der Stromnetzbetreiber 50Hertz,MISC,,,de,1.0
Arnies Motivationsshow,Arnies Motivationsshow,MISC,,,de,1.0
Austrian World Summit“,Austrian World Summit“,MISC,,,de,1.0
Vogelschutzfahnen mit …,Vogelschutzfahnen mit …,MISC,,,de,1.0
Lamellen an Blitzschutzseilen,Lamellen an Blitzschutzseilen,MISC,,,de,1.0
Kommunen,Kommunen,MISC,0.0,0.0,de,1.0
Baustein für Energiewende“,Baustein für Energiewende“,MISC,,,de,1.0
Biber,Biber,MISC,,,de,1.0
ma…,ma…,MISC,,,de,1.0
Hautpflege,Hautpflege,MISC,,,de,1.0
Pfannen,Pfannen,MISC,,,de,1.0
CCS,CCS,MISC,,,de,1.0
Energiewende-Turbo,Energiewende-Turbo,MISC,,,de,1.0
Aachener,Aachener,MISC,,,de,1.0
Wind  ,Wind  ,MISC,,,de,1.0
Der Aal,Der Aal,MISC,,,de,1.0
Aal-Mafia,Aal-Mafia,MISC,,,de,1.0
Gesetz für Millionen Mieter zum Debakel,Gesetz für Millionen Mieter zum Debakel,MISC,,,de,1.0
Milliardenauftrag für Meyer,Milliardenauftrag für Meyer,MISC,,,de,1.0
Str…,Str…,MISC,,,de,1.0
Jahr 2050,Jahr 2050,MISC,,,de,1.0
Rettung für die Neptun-Werft,Rettung für die Neptun-Werft,MISC,,,de,1.0
Die EU,Die EU,MISC,,,de,1.0
Jahr 2050 …,Jahr 2050 …,MISC,,,de,1.0
Chil…,Chil…,MISC,,,de,1.0
PURRANQUE,PURRANQUE,MISC,,,de,1.0
Klimawandel-Forschung,Klimawandel-Forschung,MISC,,,de,1.0
Green Rocks“,Green Rocks“,MISC,,,de,1.0
große Kammer,große Kammer,MISC,,,de,1.0
Tech…,Tech…,MISC,,,de,1.0
En…,En…,MISC,,,de,1.0
Energiewende-Projekte,Energiewende-Projekte,MISC,,,de,1.0
WM gegen den Klimawandel,WM gegen den Klimawandel,MISC,,,de,1.0
Bayer-Star Tillman,Bayer-Star Tillman,MISC,,,de,1.0
Wir müssen die Kinder,Wir müssen die Kinder,MISC,,,de,1.0
Hitze im Büro,Hitze im Büro,MISC,,,de,1.0
Neue Daten zum Ausbautempo,Neue Daten zum Ausbautempo,MISC,,,de,1.0
Euro,Euro,MISC,,,de,1.0
TTS-Player überspringenArtikel weiterlesenRostock,TTS-Player überspringenArtikel weiterlesenRostock,MISC,,,de,1.0
ÖV-Güte,ÖV-Güte,MISC,,,de,1.0
